label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;heat_exchanger;[];[];[];[];[];[];nan;False;False;-45067528.96498408;False;False;2701358.7064364036;False;False;16.68328195644797;False;False;8.299999999999102;False;False;29.400000000005832;False;False;0.949494949494;True;False;0.9557522120000002;True;False;1335.1294576467485;False;False;574.4634725037008;False;False;0x7fb841266750;False;m;0x7fb841266790;False;m;-122730.76839528172;False;129308.29817520113;False;6577.529779919409;False;nan;False
