label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;pr3;pr3_set;pr3_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;zeta3;zeta3_set;zeta3_var;subcooling;subcooling_set;overheating;overheating_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;kA_char3;kA_char3_set;kA_char3_param;SQ1;SQ1_set;SQ2;SQ2_set;SQ3;SQ3_set;Sirr;Sirr_set;zero_flag;zero_flag_set
orc_evaporator;orc_evaporator;[];[];[];[];[];[];nan;False;False;-65260600.12317392;False;False;1506193.201053842;False;False;28.750744637017288;False;False;0.93181818;True;False;0.970588;True;False;0.8135266068103642;True;False;414.10206132038763;False;False;950.6619967960543;False;False;0.0;False;False;False;False;False;False;0x7fcbf4b990d0;False;m;0x7fcbf4b99110;False;m;0x7fcbf4b99150;False;m;-103166.67276651235;False;-54047.49131752444;False;166177.73474882398;False;8963.5706647872;False;nan;False
