label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;heat_exchanger;[];[];[];[];[];[];nan;False;False;-46952533.75036322;False;False;2686413.620948443;False;False;17.477775344880268;False;False;8.734173141921417;False;False;30.70946052678505;False;False;0.949494;True;False;0.955752;True;False;1333.0691657791704;False;False;574.6796557681334;False;False;0x7fcbf4bf6f10;False;m;0x7fcbf4bf6f50;False;m;-127519.95644904205;False;134653.0486592298;False;7133.092210187751;False;nan;False
internal heat exchanger;heat_exchanger;[];[];[];[];[];[];nan;False;False;-9335034.819000503;False;False;366115.7138621261;False;False;25.49749837428705;False;False;27.89152349158968;False;False;23.24454872644651;False;False;0.849056603;True;False;0.957627118;True;False;0.8872405572285925;False;False;635.9571859031896;False;False;0x7fcbf4bf6fd0;False;m;0x7fcbf4b99090;False;m;-23943.674702960732;False;30857.791105844655;False;6914.116402883923;False;nan;False
