label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
condenser;condenser;[];[];[];[];[];[];nan;False;False;-5958359.67109167;False;False;1452044.5273515834;False;False;4.103427655871722;False;False;2.636779104967502;False;False;6.033405827204774;False;False;0.9500000000000001;True;False;1.0;True;False;659.4639387869365;False;False;0.0;False;False;False;False;0x7f11de4f40d0;False;m;0x7f11de4f4110;False;m;-20775.57974247381;False;21155.74364229025;False;380.1638998164417;False;nan;False
