label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;pr3;pr3_set;pr3_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;zeta3;zeta3_set;zeta3_var;subcooling;subcooling_set;overheating;overheating_set;SQ1;SQ1_set;SQ2;SQ2_set;SQ3;SQ3_set;Sirr;Sirr_set
orc_evaporator;orc_evaporator;[];[];[];[];[];[];[];nan;False;False;-66068575.90124202;False;False;0.9318181799999999;True;False;0.970588;True;False;1.0000000000000002;True;False;414.1020613203885;False;False;951.0614504698203;False;False;-2.834432366958982e-13;False;False;False;False;False;False;-103166.67276651235;False;-56107.3412847103;False;168271.98687267085;False;8997.972821448202;False
