label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
condenser;condenser;[];[];[];[];[];[];[];nan;False;False;-94736429.74969026;False;False;4864429.716022076;False;False;19.47534146452047;False;False;14.199035394081193;False;False;25.920366971130534;False;False;0.8889000000000001;True;False;1.0;True;False;1.053463393752912;False;False;0.0;False;False;False;False;nan;False;0x7f7f5b1c5dd0;False;m;0x7f7f5b1c5e10;False;m;-317342.3385200623;False;343394.1366557234;False;26051.798135661113;False
