label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;subcooling;subcooling_set;kA_char;kA_char_set;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set
condenser;condenser;[];[];[];[];[];[];[];nan;False;False;-11098674.55078078;False;False;1085255.4333378943;False;False;10.226785519649372;False;False;8.678325985713059;False;False;11.949317093426544;False;False;0.9499999999999997;True;False;1.0;True;False;348.03320414788493;False;False;0.0;False;False;False;False;nan;False;0x7efc3db5d828;False;m;0x7efc3db5d160;False;m;-37356.07428846998;False;38855.08810367888;False;1499.0138152088984;False
