label;cp;busses;bus_param;bus_P_ref;bus_char;bus_base;design;offdesign;design_path;local_design;local_offdesign;P;P_set;P_var;eta_s;eta_s_set;eta_s_var;eta_s_char;eta_s_char_set;eta_s_char_param;pr;pr_set;pr_var;flow_char;flow_char_set;flow_char_param;Sirr;Sirr_set
feeding pump;pump;[];[];[];[];[];[];[];nan;False;False;127441.77156643022;False;False;0.9000000000000044;True;False;0x7efc3db5dcc0;False;nan;7.326672270509926;False;False;0x7efc3db5dcf8;False;nan;43.028554477658496;False
