label;cp;busses;bus_param;bus_P_ref;bus_char;design;offdesign;design_path;local_design;local_offdesign;Q;Q_set;Q_var;kA;kA_set;kA_var;td_log;td_log_set;td_log_var;ttd_u;ttd_u_set;ttd_u_var;ttd_l;ttd_l_set;ttd_l_var;pr1;pr1_set;pr1_var;pr2;pr2_set;pr2_var;zeta1;zeta1_set;zeta1_var;zeta2;zeta2_set;zeta2_var;kA_char1;kA_char1_set;kA_char1_param;kA_char2;kA_char2_set;kA_char2_param;SQ1;SQ1_set;SQ2;SQ2_set;Sirr;Sirr_set;zero_flag;zero_flag_set
preheater;heat_exchanger;[];[];[];[];[];[];nan;False;False;-46144557.972306125;False;False;2609630.6583260074;False;False;17.682409510741397;False;False;8.992726533647215;False;False;30.709460526784994;False;False;0.949494;True;False;0.955752;True;False;1333.599160049799;False;False;575.787846533983;False;False;0x7f7883d4ef90;False;m;0x7f7883d4efd0;False;m;-125472.73552235667;False;132558.79653540635;False;7086.061013049679;False;nan;False
internal heat exchanger;heat_exchanger;[];[];[];[];[];[];nan;False;False;-9335034.81900066;False;False;366115.7138621346;False;False;25.497498374286884;False;False;27.891523491589624;False;False;23.244548726446226;False;False;0.849056603;True;False;0.957627118;True;False;0.8872405572285903;False;False;635.9571859031877;False;False;0x7f7883cf4090;False;m;0x7f7883cf40d0;False;m;-23943.674702961154;False;30857.791105844757;False;6914.116402883603;False;nan;False
